time,v(vin),v(vout),i(input),i(r1)
0.00013473237500000003,1,0.7394147183353732,-0.00026058528166462676,0.0002605852816646268
0.00013523237500000004,1,0.7407143955506581,-0.00025928560444934187,0.0002592856044493419
0.00013573237500000005,1,0.7420075905853182,-0.0002579924094146818,0.0002579924094146818
0.00013623237500000007,1,0.7432943357694312,-0.00025670566423056885,0.00025670566423056885
0.00013673237500000008,1,0.7445746632718279,-0.00025542533672817213,0.00025542533672817213
0.0001372323750000001,1,0.745848605100896,-0.00025415139489910396,0.00025415139489910396
0.0001377323750000001,1,0.7471161931053804,-0.00025288380689461967,0.00025288380689461967
0.00013823237500000011,1,0.748377458975179,-0.00025162254102482093,0.00025162254102482093
0.00013873237500000013,1,0.7496324342421359,-0.0002503675657578641,0.0002503675657578641
0.00013923237500000014,1,0.7508811502808286,-0.00024911884971917143,0.00024911884971917143
0.00013973237500000015,1,0.7521236383093531,-0.0002478763616906469,0.00024787636169064684
0.00014023237500000016,1,0.7533599293901045,-0.00024664007060989544,0.00024664007060989544
0.00014073237500000018,1,0.7545900544305529,-0.0002454099455694471,0.00024540994556944705
0.0001412323750000002,1,0.7558140441840164,-0.0002441859558159836,0.00024418595581598355
0.0001417323750000002,1,0.7570319292504303,-0.0002429680707495697,0.00024296807074956973
0.0001422323750000002,1,0.7582437400771114,-0.00024175625992288864,0.00024175625992288864
0.00014273237500000022,1,0.7594495069595197,-0.00024055049304048026,0.00024055049304048026
0.00014323237500000024,1,0.7606492600420159,-0.00023935073995798404,0.00023935073995798406
0.00014373237500000025,1,0.7618430293186144,-0.00023815697068138564,0.00023815697068138564
0.00014423237500000026,1,0.7630308446337334,-0.00023696915536626658,0.0002369691553662666
0.00014473237500000027,1,0.7642127356829417,-0.00023578726431705836,0.0002357872643170583
0.00014523237500000029,1,0.7653887320137001,-0.00023461126798629995,0.00023461126798629995
0.0001457323750000003,1,0.7665588630261005,-0.00023344113697389948,0.00023344113697389946
0.0001462323750000003,1,0.7677231579736014,-0.0002322768420263987,0.00023227684202639865
0.00014673237500000032,1,0.768881645963758,-0.00023111835403624205,0.00023111835403624205
0.00014723237500000033,1,0.7700343559589511,-0.00022996564404104895,0.00022996564404104892
0.00014773237500000035,1,0.7711813167771108,-0.00022881868322288928,0.00022881868322288922
0.00014823237500000036,1,0.7723225570924369,-0.00022767744290756308,0.00022767744290756308
0.00014873237500000037,1,0.7734581054361156,-0.00022654189456388437,0.0002265418945638844
0.00014923237500000038,1,0.7745879901970327,-0.00022541200980296728,0.00022541200980296728
0.0001497323750000004,1,0.7757122396224839,-0.00022428776037751604,0.00022428776037751607
0.0001502323750000004,1,0.7768308818188805,-0.00022316911818111946,0.00022316911818111952
0.00015073237500000042,1,0.7779439447524521,-0.00022205605524754795,0.0002220560552475479
0.00015123237500000043,1,0.779051456249946,-0.000220948543750054,0.00022094854375005402
0.00015173237500000044,1,0.7801534439993227,-0.00021984655600067724,0.00021984655600067727
0.00015223237500000046,1,0.7812499355504482,-0.0002187500644495518,0.00021875006444955182
0.00015273237500000047,1,0.7823409583157825,-0.00021765904168421742,0.00021765904168421745
0.00015323237500000048,1,0.7834265395710656,-0.00021657346042893441,0.00021657346042893444
0.0001537323750000005,1,0.784506706455998,-0.00021549329354400202,0.00021549329354400204
0.0001542323750000005,1,0.7855814859749206,-0.0002144185140250794,0.00021441851402507938
0.00015473237500000052,1,0.7866509049974896,-0.00021334909500251046,0.00021334909500251044
0.00015523237500000053,1,0.7877149902593474,-0.0002122850097406526,0.00021228500974065256
0.00015573237500000054,1,0.788773768362792,-0.00021122623163720802,0.000211226231637208
0.00015623237500000055,1,0.7898272657774413,-0.00021017273422255863,0.00021017273422255865
0.00015673237500000056,1,0.7908755088408954,-0.00020912449115910458,0.00020912449115910458
0.00015723237500000058,1,0.7919185237593945,-0.00020808147624060548,0.00020808147624060548
0.0001577323750000006,1,0.7929563366084749,-0.00020704366339152516,0.00020704366339152513
0.0001582323750000006,1,0.7939889733336197,-0.00020601102666638023,0.00020601102666638026
0.0001587323750000006,1,0.7950164597509085,-0.0002049835402490915,0.0002049835402490915
0.00015923237500000063,1,0.7960388215476621,-0.00020396117845233788,0.00020396117845233785
0.00015973237500000064,1,0.7970560842830853,-0.00020294391571691476,0.00020294391571691473
0.00016023237500000065,1,0.7980682733889054,-0.00020193172661109456,0.0002019317266110946
0.00016073237500000066,1,0.7990754141700082,-0.00020092458582999183,0.00020092458582999183
0.00016123237500000067,1,0.8000775318050704,-0.0001999224681949296,0.00019992246819492966
0.00016173237500000069,1,0.8010746513471896,-0.00019892534865281048,0.00019892534865281042
0.0001622323750000007,1,0.8020667977245102,-0.00019793320227548983,0.00019793320227548983
0.0001627323750000007,1,0.8030539957408467,-0.0001969460042591533,0.00019694600425915331
0.00016323237500000072,1,0.804036270076304,-0.0001959637299236961,0.00019596372992369604
0.00016373237500000073,1,0.8050136452878935,-0.00019498635471210644,0.00019498635471210647
0.00016423237500000075,1,0.8059861458101484,-0.0001940138541898516,0.00019401385418985162
0.00016473237500000076,1,0.8069537959557336,-0.0001930462040442664,0.00019304620404426642
